variant,slot,local,half_local,signed_distance,baseline_distance,actual_delta,best_odd_cycle_len_at_slot,odd_cycle_count_containing_slot,has_odd_triangle
original,8,50,20,2,2,0,3,2909,True
original,8,51,21,3,3,0,3,2909,True
original,8,52,22,3,4,-1,3,2909,True
original,8,53,23,3,4,-1,3,2909,True
original,8,54,24,3,3,0,3,2909,True
original,8,55,25,2,2,0,3,2909,True
original,8,56,26,3,3,0,3,2909,True
original,8,57,27,3,4,-1,3,2909,True
original,8,58,28,3,4,-1,3,2909,True
original,8,59,29,3,3,0,3,2909,True
original,9,0,30,4,4,0,5,2908,False
original,9,1,31,3,3,0,5,2908,False
original,9,2,32,2,2,0,5,2908,False
original,9,3,33,3,3,0,5,2908,False
original,9,4,34,4,4,0,5,2908,False
original,9,5,35,5,6,-1,5,2908,False
original,9,6,36,4,4,0,5,2908,False
original,9,7,37,2,2,0,5,2908,False
original,9,8,38,2,2,0,5,2908,False
original,9,9,39,4,4,0,5,2908,False
original,9,10,40,2,2,0,5,2908,False
original,9,11,41,3,3,0,5,2908,False
original,9,12,42,4,4,0,5,2908,False
original,9,13,43,4,4,0,5,2908,False
original,9,14,44,3,3,0,5,2908,False
original,9,15,45,2,2,0,5,2908,False
original,9,16,46,3,3,0,5,2908,False
original,9,17,47,4,4,0,5,2908,False
original,9,18,48,4,4,0,5,2908,False
original,9,19,49,3,3,0,5,2908,False
original,9,20,50,2,2,0,5,2908,False
original,9,21,51,3,3,0,5,2908,False
original,9,22,52,4,4,0,5,2908,False
original,9,23,53,4,4,0,5,2908,False
original,9,24,54,3,3,0,5,2908,False
original,9,25,55,2,2,0,5,2908,False
original,9,26,56,3,3,0,5,2908,False
original,9,27,57,4,4,0,5,2908,False
original,9,28,58,4,4,0,5,2908,False
original,9,29,59,3,3,0,5,2908,False
original,9,30,0,4,4,0,5,2908,False
original,9,31,1,3,3,0,5,2908,False
original,9,32,2,2,2,0,5,2908,False
original,9,33,3,3,3,0,5,2908,False
original,9,34,4,4,4,0,5,2908,False
original,9,35,5,5,6,-1,5,2908,False
original,9,36,6,4,4,0,5,2908,False
original,9,37,7,2,2,0,5,2908,False
original,9,38,8,2,2,0,5,2908,False
original,9,39,9,4,4,0,5,2908,False
original,9,40,10,2,2,0,5,2908,False
original,9,41,11,3,3,0,5,2908,False
original,9,42,12,4,4,0,5,2908,False
original,9,43,13,4,4,0,5,2908,False
original,9,44,14,3,3,0,5,2908,False
original,9,45,15,2,2,0,5,2908,False
original,9,46,16,3,3,0,5,2908,False
original,9,47,17,4,4,0,5,2908,False
original,9,48,18,4,4,0,5,2908,False
original,9,49,19,3,3,0,5,2908,False
original,9,50,20,2,2,0,5,2908,False
original,9,51,21,3,3,0,5,2908,False
original,9,52,22,4,4,0,5,2908,False
original,9,53,23,4,4,0,5,2908,False
original,9,54,24,3,3,0,5,2908,False
original,9,55,25,2,2,0,5,2908,False
original,9,56,26,3,3,0,5,2908,False
original,9,57,27,4,4,0,5,2908,False
original,9,58,28,4,4,0,5,2908,False
original,9,59,29,3,3,0,5,2908,False
original,10,0,30,3,4,-1,3,2913,True
original,10,1,31,3,3,0,3,2913,True
original,10,2,32,2,2,0,3,2913,True
original,10,3,33,3,3,0,3,2913,True
original,10,4,34,3,4,-1,3,2913,True
original,10,5,35,3,6,-3,3,2913,True
original,10,6,36,3,4,-1,3,2913,True
original,10,7,37,2,2,0,3,2913,True
original,10,8,38,2,2,0,3,2913,True
original,10,9,39,3,4,-1,3,2913,True
original,10,10,40,2,2,0,3,2913,True
original,10,11,41,3,3,0,3,2913,True
original,10,12,42,3,4,-1,3,2913,True
original,10,13,43,3,4,-1,3,2913,True
original,10,14,44,3,3,0,3,2913,True
original,10,15,45,2,2,0,3,2913,True
original,10,16,46,3,3,0,3,2913,True
original,10,17,47,3,4,-1,3,2913,True
original,10,18,48,3,4,-1,3,2913,True
original,10,19,49,3,3,0,3,2913,True
original,10,20,50,2,2,0,3,2913,True
original,10,21,51,3,3,0,3,2913,True
original,10,22,52,3,4,-1,3,2913,True
original,10,23,53,3,4,-1,3,2913,True
original,10,24,54,3,3,0,3,2913,True
original,10,25,55,2,2,0,3,2913,True
original,10,26,56,3,3,0,3,2913,True
original,10,27,57,3,4,-1,3,2913,True
original,10,28,58,3,4,-1,3,2913,True
original,10,29,59,3,3,0,3,2913,True
original,10,30,0,3,4,-1,3,2913,True
original,10,31,1,3,3,0,3,2913,True
original,10,32,2,2,2,0,3,2913,True
original,10,33,3,3,3,0,3,2913,True
original,10,34,4,3,4,-1,3,2913,True
original,10,35,5,3,6,-3,3,2913,True
original,10,36,6,3,4,-1,3,2913,True
original,10,37,7,2,2,0,3,2913,True
original,10,38,8,2,2,0,3,2913,True
original,10,39,9,3,4,-1,3,2913,True
original,10,40,10,2,2,0,3,2913,True
original,10,41,11,3,3,0,3,2913,True
original,10,42,12,3,4,-1,3,2913,True
original,10,43,13,3,4,-1,3,2913,True
original,10,44,14,3,3,0,3,2913,True
original,10,45,15,2,2,0,3,2913,True
original,10,46,16,3,3,0,3,2913,True
original,10,47,17,3,4,-1,3,2913,True
original,10,48,18,3,4,-1,3,2913,True
original,10,49,19,3,3,0,3,2913,True
original,10,50,20,2,2,0,3,2913,True
original,10,51,21,3,3,0,3,2913,True
original,10,52,22,3,4,-1,3,2913,True
original,10,53,23,3,4,-1,3,2913,True
original,10,54,24,3,3,0,3,2913,True
original,10,55,25,2,2,0,3,2913,True
original,10,56,26,3,3,0,3,2913,True
original,10,57,27,3,4,-1,3,2913,True
original,10,58,28,3,4,-1,3,2913,True
original,10,59,29,3,3,0,3,2913,True
original,11,0,30,4,4,0,5,2908,False
original,11,1,31,3,3,0,5,2908,False
original,11,2,32,2,2,0,5,2908,False
original,11,3,33,3,3,0,5,2908,False
original,11,4,34,4,4,0,5,2908,False
original,11,5,35,5,6,-1,5,2908,False
original,11,6,36,4,4,0,5,2908,False
original,11,7,37,2,2,0,5,2908,False
original,11,8,38,2,2,0,5,2908,False
original,11,9,39,4,4,0,5,2908,False
original,11,10,40,2,2,0,5,2908,False
original,11,11,41,3,3,0,5,2908,False
original,11,12,42,4,4,0,5,2908,False
original,11,13,43,4,4,0,5,2908,False
original,11,14,44,3,3,0,5,2908,False
original,11,15,45,2,2,0,5,2908,False
original,11,16,46,3,3,0,5,2908,False
original,11,17,47,4,4,0,5,2908,False
original,11,18,48,4,4,0,5,2908,False
original,11,19,49,3,3,0,5,2908,False
original,11,20,50,2,2,0,5,2908,False
original,11,21,51,3,3,0,5,2908,False
original,11,22,52,4,4,0,5,2908,False
original,11,23,53,4,4,0,5,2908,False
original,11,24,54,3,3,0,5,2908,False
original,11,25,55,2,2,0,5,2908,False
original,11,26,56,3,3,0,5,2908,False
original,11,27,57,4,4,0,5,2908,False
original,11,28,58,4,4,0,5,2908,False
original,11,29,59,3,3,0,5,2908,False
original,11,30,0,4,4,0,5,2908,False
original,11,31,1,3,3,0,5,2908,False
original,11,32,2,2,2,0,5,2908,False
original,11,33,3,3,3,0,5,2908,False
original,11,34,4,4,4,0,5,2908,False
original,11,35,5,5,6,-1,5,2908,False
original,11,36,6,4,4,0,5,2908,False
original,11,37,7,2,2,0,5,2908,False
original,11,38,8,2,2,0,5,2908,False
original,11,39,9,4,4,0,5,2908,False
original,11,40,10,2,2,0,5,2908,False
original,11,41,11,3,3,0,5,2908,False
original,11,42,12,4,4,0,5,2908,False
original,11,43,13,4,4,0,5,2908,False
original,11,44,14,3,3,0,5,2908,False
original,11,45,15,2,2,0,5,2908,False
original,11,46,16,3,3,0,5,2908,False
original,11,47,17,4,4,0,5,2908,False
original,11,48,18,4,4,0,5,2908,False
original,11,49,19,3,3,0,5,2908,False
original,11,50,20,2,2,0,5,2908,False
original,11,51,21,3,3,0,5,2908,False
original,11,52,22,4,4,0,5,2908,False
original,11,53,23,4,4,0,5,2908,False
original,11,54,24,3,3,0,5,2908,False
original,11,55,25,2,2,0,5,2908,False
original,11,56,26,3,3,0,5,2908,False
original,11,57,27,4,4,0,5,2908,False
original,11,58,28,4,4,0,5,2908,False
original,11,59,29,3,3,0,5,2908,False
original,12,0,30,4,4,0,5,2908,False
original,12,1,31,3,3,0,5,2908,False
original,12,2,32,2,2,0,5,2908,False
original,12,3,33,3,3,0,5,2908,False
original,12,4,34,4,4,0,5,2908,False
original,12,5,35,5,6,-1,5,2908,False
original,12,6,36,4,4,0,5,2908,False
original,12,7,37,2,2,0,5,2908,False
original,12,8,38,2,2,0,5,2908,False
original,12,9,39,4,4,0,5,2908,False
original,12,10,40,2,2,0,5,2908,False
original,12,11,41,3,3,0,5,2908,False
original,12,12,42,4,4,0,5,2908,False
original,12,13,43,4,4,0,5,2908,False
original,12,14,44,3,3,0,5,2908,False
original,12,15,45,2,2,0,5,2908,False
original,12,16,46,3,3,0,5,2908,False
original,12,17,47,4,4,0,5,2908,False
original,12,18,48,4,4,0,5,2908,False
original,12,19,49,3,3,0,5,2908,False
original,12,20,50,2,2,0,5,2908,False
original,12,21,51,3,3,0,5,2908,False
original,12,22,52,4,4,0,5,2908,False
original,12,23,53,4,4,0,5,2908,False
original,12,24,54,3,3,0,5,2908,False
original,12,25,55,2,2,0,5,2908,False
original,12,26,56,3,3,0,5,2908,False
original,12,27,57,4,4,0,5,2908,False
original,12,28,58,4,4,0,5,2908,False
original,12,29,59,3,3,0,5,2908,False
original,12,30,0,4,4,0,5,2908,False
original,12,31,1,3,3,0,5,2908,False
original,12,32,2,2,2,0,5,2908,False
original,12,33,3,3,3,0,5,2908,False
original,12,34,4,4,4,0,5,2908,False
original,12,35,5,5,6,-1,5,2908,False
original,12,36,6,4,4,0,5,2908,False
original,12,37,7,2,2,0,5,2908,False
original,12,38,8,2,2,0,5,2908,False
original,12,39,9,4,4,0,5,2908,False
original,12,40,10,2,2,0,5,2908,False
original,12,41,11,3,3,0,5,2908,False
original,12,42,12,4,4,0,5,2908,False
original,12,43,13,4,4,0,5,2908,False
original,12,44,14,3,3,0,5,2908,False
original,12,45,15,2,2,0,5,2908,False
original,12,46,16,3,3,0,5,2908,False
original,12,47,17,4,4,0,5,2908,False
original,12,48,18,4,4,0,5,2908,False
original,12,49,19,3,3,0,5,2908,False
original,12,50,20,2,2,0,5,2908,False
original,12,51,21,3,3,0,5,2908,False
original,12,52,22,4,4,0,5,2908,False
original,12,53,23,4,4,0,5,2908,False
original,12,54,24,3,3,0,5,2908,False
original,12,55,25,2,2,0,5,2908,False
original,12,56,26,3,3,0,5,2908,False
original,12,57,27,4,4,0,5,2908,False
original,12,58,28,4,4,0,5,2908,False
original,12,59,29,3,3,0,5,2908,False
original,13,0,30,4,4,0,5,2912,False
original,13,1,31,3,3,0,5,2912,False
original,13,2,32,2,2,0,5,2912,False
original,13,3,33,3,3,0,5,2912,False
original,13,4,34,4,4,0,5,2912,False
original,13,5,35,5,6,-1,5,2912,False
original,13,6,36,4,4,0,5,2912,False
original,13,7,37,2,2,0,5,2912,False
original,13,8,38,2,2,0,5,2912,False
original,13,9,39,4,4,0,5,2912,False
original,13,10,40,2,2,0,5,2912,False
original,13,11,41,3,3,0,5,2912,False
original,13,12,42,4,4,0,5,2912,False
original,13,13,43,4,4,0,5,2912,False
original,13,14,44,3,3,0,5,2912,False
original,13,15,45,2,2,0,5,2912,False
original,13,16,46,3,3,0,5,2912,False
original,13,17,47,4,4,0,5,2912,False
original,13,18,48,4,4,0,5,2912,False
original,13,19,49,3,3,0,5,2912,False
original,13,20,50,2,2,0,5,2912,False
original,13,21,51,3,3,0,5,2912,False
original,13,22,52,4,4,0,5,2912,False
original,13,23,53,4,4,0,5,2912,False
original,13,24,54,3,3,0,5,2912,False
original,13,25,55,2,2,0,5,2912,False
original,13,26,56,3,3,0,5,2912,False
original,13,27,57,4,4,0,5,2912,False
original,13,28,58,4,4,0,5,2912,False
original,13,29,59,3,3,0,5,2912,False
original,13,30,0,4,4,0,5,2912,False
original,13,31,1,3,3,0,5,2912,False
original,13,32,2,2,2,0,5,2912,False
original,13,33,3,3,3,0,5,2912,False
original,13,34,4,4,4,0,5,2912,False
original,13,35,5,5,6,-1,5,2912,False
original,13,36,6,4,4,0,5,2912,False
original,13,37,7,2,2,0,5,2912,False
original,13,38,8,2,2,0,5,2912,False
original,13,39,9,4,4,0,5,2912,False
original,13,40,10,2,2,0,5,2912,False
original,13,41,11,3,3,0,5,2912,False
original,13,42,12,4,4,0,5,2912,False
original,13,43,13,4,4,0,5,2912,False
original,13,44,14,3,3,0,5,2912,False
original,13,45,15,2,2,0,5,2912,False
original,13,46,16,3,3,0,5,2912,False
original,13,47,17,4,4,0,5,2912,False
original,13,48,18,4,4,0,5,2912,False
original,13,49,19,3,3,0,5,2912,False
original,13,50,20,2,2,0,5,2912,False
original,13,51,21,3,3,0,5,2912,False
original,13,52,22,4,4,0,5,2912,False
original,13,53,23,4,4,0,5,2912,False
original,13,54,24,3,3,0,5,2912,False
original,13,55,25,2,2,0,5,2912,False
original,13,56,26,3,3,0,5,2912,False
original,13,57,27,4,4,0,5,2912,False
original,13,58,28,4,4,0,5,2912,False
original,13,59,29,3,3,0,5,2912,False
original,14,0,30,3,4,-1,3,2909,True
original,14,1,31,3,3,0,3,2909,True
original,14,2,32,2,2,0,3,2909,True
original,14,3,33,3,3,0,3,2909,True
original,14,4,34,3,4,-1,3,2909,True
original,14,5,35,3,6,-3,3,2909,True
original,14,6,36,3,4,-1,3,2909,True
original,14,7,37,2,2,0,3,2909,True
original,14,8,38,2,2,0,3,2909,True
original,14,9,39,3,4,-1,3,2909,True
original,14,10,40,2,2,0,3,2909,True
original,14,11,41,3,3,0,3,2909,True
original,14,12,42,3,4,-1,3,2909,True
original,14,13,43,3,4,-1,3,2909,True
original,14,14,44,3,3,0,3,2909,True
original,14,15,45,2,2,0,3,2909,True
original,14,16,46,3,3,0,3,2909,True
original,14,17,47,3,4,-1,3,2909,True
original,14,18,48,3,4,-1,3,2909,True
original,14,19,49,3,3,0,3,2909,True
original,14,20,50,2,2,0,3,2909,True
original,14,21,51,3,3,0,3,2909,True
original,14,22,52,3,4,-1,3,2909,True
original,14,23,53,3,4,-1,3,2909,True
original,14,24,54,3,3,0,3,2909,True
original,14,25,55,2,2,0,3,2909,True
original,14,26,56,3,3,0,3,2909,True
original,14,27,57,3,4,-1,3,2909,True
original,14,28,58,3,4,-1,3,2909,True
original,14,29,59,3,3,0,3,2909,True
original,14,30,0,3,4,-1,3,2909,True
original,14,31,1,3,3,0,3,2909,True
original,14,32,2,2,2,0,3,2909,True
original,14,33,3,3,3,0,3,2909,True
original,14,34,4,3,4,-1,3,2909,True
original,14,35,5,3,6,-3,3,2909,True
original,14,36,6,3,4,-1,3,2909,True
original,14,37,7,2,2,0,3,2909,True
original,14,38,8,2,2,0,3,2909,True
original,14,39,9,3,4,-1,3,2909,True
original,14,40,10,2,2,0,3,2909,True
original,14,41,11,3,3,0,3,2909,True
original,14,42,12,3,4,-1,3,2909,True
original,14,43,13,3,4,-1,3,2909,True
original,14,44,14,3,3,0,3,2909,True
original,14,45,15,2,2,0,3,2909,True
original,14,46,16,3,3,0,3,2909,True
original,14,47,17,3,4,-1,3,2909,True
original,14,48,18,3,4,-1,3,2909,True
original,14,49,19,3,3,0,3,2909,True
original,14,50,20,2,2,0,3,2909,True
original,14,51,21,3,3,0,3,2909,True
original,14,52,22,3,4,-1,3,2909,True
original,14,53,23,3,4,-1,3,2909,True
original,14,54,24,3,3,0,3,2909,True
original,14,55,25,2,2,0,3,2909,True
original,14,56,26,3,3,0,3,2909,True
original,14,57,27,3,4,-1,3,2909,True
original,14,58,28,3,4,-1,3,2909,True
original,14,59,29,3,3,0,3,2909,True
triangle_neutralized,0,0,30,4,4,0,5,2712,False
triangle_neutralized,0,1,31,3,3,0,5,2712,False
triangle_neutralized,0,2,32,2,2,0,5,2712,False
triangle_neutralized,0,3,33,3,3,0,5,2712,False
triangle_neutralized,0,4,34,4,4,0,5,2712,False
triangle_neutralized,0,5,35,4,6,-2,5,2712,False
triangle_neutralized,0,6,36,4,4,0,5,2712,False
triangle_neutralized,0,7,37,2,2,0,5,2712,False
triangle_neutralized,0,8,38,2,2,0,5,2712,False
triangle_neutralized,0,9,39,4,4,0,5,2712,False
triangle_neutralized,0,10,40,2,2,0,5,2712,False
triangle_neutralized,0,11,41,3,3,0,5,2712,False
triangle_neutralized,0,12,42,4,4,0,5,2712,False
triangle_neutralized,0,13,43,4,4,0,5,2712,False
triangle_neutralized,0,14,44,3,3,0,5,2712,False
triangle_neutralized,0,15,45,2,2,0,5,2712,False
triangle_neutralized,0,16,46,3,3,0,5,2712,False
triangle_neutralized,0,17,47,4,4,0,5,2712,False
triangle_neutralized,0,18,48,4,4,0,5,2712,False
triangle_neutralized,0,19,49,3,3,0,5,2712,False
triangle_neutralized,0,20,50,2,2,0,5,2712,False
triangle_neutralized,0,21,51,3,3,0,5,2712,False
triangle_neutralized,0,22,52,4,4,0,5,2712,False
triangle_neutralized,0,23,53,4,4,0,5,2712,False
triangle_neutralized,0,24,54,3,3,0,5,2712,False
triangle_neutralized,0,25,55,2,2,0,5,2712,False
triangle_neutralized,0,26,56,3,3,0,5,2712,False
triangle_neutralized,0,27,57,4,4,0,5,2712,False
triangle_neutralized,0,28,58,4,4,0,5,2712,False
triangle_neutralized,0,29,59,3,3,0,5,2712,False
triangle_neutralized,0,30,0,4,4,0,5,2712,False
triangle_neutralized,0,31,1,3,3,0,5,2712,False
triangle_neutralized,0,32,2,2,2,0,5,2712,False
triangle_neutralized,0,33,3,3,3,0,5,2712,False
triangle_neutralized,0,34,4,4,4,0,5,2712,False
triangle_neutralized,0,35,5,4,6,-2,5,2712,False
triangle_neutralized,0,36,6,4,4,0,5,2712,False
triangle_neutralized,0,37,7,2,2,0,5,2712,False
triangle_neutralized,0,38,8,2,2,0,5,2712,False
triangle_neutralized,0,39,9,4,4,0,5,2712,False
triangle_neutralized,0,40,10,2,2,0,5,2712,False
triangle_neutralized,0,41,11,3,3,0,5,2712,False
triangle_neutralized,0,42,12,4,4,0,5,2712,False
triangle_neutralized,0,43,13,4,4,0,5,2712,False
triangle_neutralized,0,44,14,3,3,0,5,2712,False
triangle_neutralized,0,45,15,2,2,0,5,2712,False
triangle_neutralized,0,46,16,3,3,0,5,2712,False
triangle_neutralized,0,47,17,4,4,0,5,2712,False
triangle_neutralized,0,48,18,4,4,0,5,2712,False
triangle_neutralized,0,49,19,3,3,0,5,2712,False
triangle_neutralized,0,50,20,2,2,0,5,2712,False
triangle_neutralized,0,51,21,3,3,0,5,2712,False
triangle_neutralized,0,52,22,4,4,0,5,2712,False
triangle_neutralized,0,53,23,4,4,0,5,2712,False
triangle_neutralized,0,54,24,3,3,0,5,2712,False
triangle_neutralized,0,55,25,2,2,0,5,2712,False
triangle_neutralized,0,56,26,3,3,0,5,2712,False
triangle_neutralized,0,57,27,4,4,0,5,2712,False
triangle_neutralized,0,58,28,4,4,0,5,2712,False
triangle_neutralized,0,59,29,3,3,0,5,2712,False
triangle_neutralized,1,0,30,4,4,0,6,2480,False
triangle_neutralized,1,1,31,3,3,0,6,2480,False
triangle_neutralized,1,2,32,2,2,0,6,2480,False
triangle_neutralized,1,3,33,3,3,0,6,2480,False
triangle_neutralized,1,4,34,4,4,0,6,2480,False
triangle_neutralized,1,5,35,4,6,-2,6,2480,False
triangle_neutralized,1,6,36,4,4,0,6,2480,False
triangle_neutralized,1,7,37,2,2,0,6,2480,False
triangle_neutralized,1,8,38,2,2,0,6,2480,False
triangle_neutralized,1,9,39,4,4,0,6,2480,False
triangle_neutralized,1,10,40,2,2,0,6,2480,False
triangle_neutralized,1,11,41,3,3,0,6,2480,False
triangle_neutralized,1,12,42,4,4,0,6,2480,False
triangle_neutralized,1,13,43,4,4,0,6,2480,False
triangle_neutralized,1,14,44,3,3,0,6,2480,False
triangle_neutralized,1,15,45,2,2,0,6,2480,False
triangle_neutralized,1,16,46,3,3,0,6,2480,False
triangle_neutralized,1,17,47,4,4,0,6,2480,False
triangle_neutralized,1,18,48,4,4,0,6,2480,False
triangle_neutralized,1,19,49,3,3,0,6,2480,False
triangle_neutralized,1,20,50,2,2,0,6,2480,False
triangle_neutralized,1,21,51,3,3,0,6,2480,False
triangle_neutralized,1,22,52,4,4,0,6,2480,False
triangle_neutralized,1,23,53,4,4,0,6,2480,False
triangle_neutralized,1,24,54,3,3,0,6,2480,False
triangle_neutralized,1,25,55,2,2,0,6,2480,False
triangle_neutralized,1,26,56,3,3,0,6,2480,False
triangle_neutralized,1,27,57,4,4,0,6,2480,False
triangle_neutralized,1,28,58,4,4,0,6,2480,False
triangle_neutralized,1,29,59,3,3,0,6,2480,False
triangle_neutralized,1,30,0,4,4,0,6,2480,False
triangle_neutralized,1,31,1,3,3,0,6,2480,False
triangle_neutralized,1,32,2,2,2,0,6,2480,False
triangle_neutralized,1,33,3,3,3,0,6,2480,False
triangle_neutralized,1,34,4,4,4,0,6,2480,False
triangle_neutralized,1,35,5,4,6,-2,6,2480,False
triangle_neutralized,1,36,6,4,4,0,6,2480,False
triangle_neutralized,1,37,7,2,2,0,6,2480,False
triangle_neutralized,1,38,8,2,2,0,6,2480,False
triangle_neutralized,1,39,9,4,4,0,6,2480,False
triangle_neutralized,1,40,10,2,2,0,6,2480,False
triangle_neutralized,1,41,11,3,3,0,6,2480,False
triangle_neutralized,1,42,12,4,4,0,6,2480,False
triangle_neutralized,1,43,13,4,4,0,6,2480,False
triangle_neutralized,1,44,14,3,3,0,6,2480,False
triangle_neutralized,1,45,15,2,2,0,6,2480,False
triangle_neutralized,1,46,16,3,3,0,6,2480,False
triangle_neutralized,1,47,17,4,4,0,6,2480,False
triangle_neutralized,1,48,18,4,4,0,6,2480,False
triangle_neutralized,1,49,19,3,3,0,6,2480,False
triangle_neutralized,1,50,20,2,2,0,6,2480,False
triangle_neutralized,1,51,21,3,3,0,6,2480,False
triangle_neutralized,1,52,22,4,4,0,6,2480,False
