name,is_neutralizer,toggle_edges,mean_actual_delta,compressed_count,unchanged_count,expanded_count,delta_counts,signed_distance_counts
zero_odd_161,False,"[[0, 5], [0, 6], [2, 7], [3, 8], [10, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_162,False,"[[0, 5], [1, 2], [1, 6], [2, 3], [5, 10]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_163,False,"[[0, 5], [1, 2], [1, 6], [2, 3], [5, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_164,False,"[[0, 5], [1, 2], [1, 6], [2, 3], [10, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_165,False,"[[0, 5], [1, 2], [1, 6], [2, 8], [5, 10]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_166,False,"[[0, 5], [1, 2], [1, 6], [2, 8], [5, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_167,False,"[[0, 5], [1, 2], [1, 6], [2, 8], [10, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_168,False,"[[0, 5], [1, 2], [1, 6], [3, 8], [5, 10]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_169,False,"[[0, 5], [1, 2], [1, 6], [3, 8], [5, 14]]",-0.05555555555555555,28,872,0,"{""-2"": 22, ""-1"": 6, ""0"": 872}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 6, ""6"": 2}"
zero_odd_170,False,"[[0, 5], [1, 2], [1, 6], [3, 8], [10, 14]]",-0.05555555555555555,28,872,0,"{""-2"": 22, ""-1"": 6, ""0"": 872}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 6, ""6"": 2}"
zero_odd_171,False,"[[0, 5], [1, 6], [1, 7], [2, 3], [5, 10]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_172,False,"[[0, 5], [1, 6], [1, 7], [2, 3], [5, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_173,False,"[[0, 5], [1, 6], [1, 7], [2, 3], [10, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_174,False,"[[0, 5], [1, 6], [1, 7], [2, 8], [5, 10]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_175,False,"[[0, 5], [1, 6], [1, 7], [2, 8], [5, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_176,False,"[[0, 5], [1, 6], [1, 7], [2, 8], [10, 14]]",-0.05555555555555555,28,872,0,"{""-2"": 22, ""-1"": 6, ""0"": 872}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 6, ""6"": 2}"
zero_odd_177,False,"[[0, 5], [1, 6], [1, 7], [3, 8], [5, 10]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_178,False,"[[0, 5], [1, 6], [1, 7], [3, 8], [5, 14]]",-0.05555555555555555,28,872,0,"{""-2"": 22, ""-1"": 6, ""0"": 872}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 6, ""6"": 2}"
zero_odd_179,False,"[[0, 5], [1, 6], [1, 7], [3, 8], [10, 14]]",-0.04888888888888889,22,878,0,"{""-2"": 22, ""0"": 878}","{""2"": 210, ""3"": 300, ""4"": 382, ""6"": 8}"
zero_odd_180,False,"[[0, 5], [1, 6], [2, 3], [2, 7], [5, 10]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_181,False,"[[0, 5], [1, 6], [2, 3], [2, 7], [5, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_182,False,"[[0, 5], [1, 6], [2, 3], [2, 7], [10, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_183,False,"[[0, 5], [1, 6], [2, 7], [2, 8], [5, 10]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_184,False,"[[0, 5], [1, 6], [2, 7], [2, 8], [5, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_185,False,"[[0, 5], [1, 6], [2, 7], [2, 8], [10, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_186,False,"[[0, 5], [1, 6], [2, 7], [3, 8], [5, 10]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_187,False,"[[0, 5], [1, 6], [2, 7], [3, 8], [5, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_188,False,"[[0, 5], [1, 6], [2, 7], [3, 8], [10, 14]]",-0.05555555555555555,28,872,0,"{""-2"": 22, ""-1"": 6, ""0"": 872}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 6, ""6"": 2}"
zero_odd_189,False,"[[0, 6], [1, 2], [2, 3], [4, 5], [5, 10]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_190,False,"[[0, 6], [1, 2], [2, 3], [4, 5], [5, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_191,False,"[[0, 6], [1, 2], [2, 3], [4, 5], [10, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_192,False,"[[0, 6], [1, 2], [2, 8], [4, 5], [5, 10]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_193,False,"[[0, 6], [1, 2], [2, 8], [4, 5], [5, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_194,False,"[[0, 6], [1, 2], [2, 8], [4, 5], [10, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_195,False,"[[0, 6], [1, 2], [3, 8], [4, 5], [5, 10]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_196,False,"[[0, 6], [1, 2], [3, 8], [4, 5], [5, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_197,False,"[[0, 6], [1, 2], [3, 8], [4, 5], [10, 14]]",-0.05555555555555555,28,872,0,"{""-2"": 22, ""-1"": 6, ""0"": 872}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 6, ""6"": 2}"
zero_odd_198,False,"[[0, 6], [1, 7], [2, 3], [4, 5], [5, 10]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_199,False,"[[0, 6], [1, 7], [2, 3], [4, 5], [5, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_200,False,"[[0, 6], [1, 7], [2, 3], [4, 5], [10, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_201,False,"[[0, 6], [1, 7], [2, 8], [4, 5], [5, 10]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_202,False,"[[0, 6], [1, 7], [2, 8], [4, 5], [5, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_203,False,"[[0, 6], [1, 7], [2, 8], [4, 5], [10, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_204,False,"[[0, 6], [1, 7], [3, 8], [4, 5], [5, 10]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_205,False,"[[0, 6], [1, 7], [3, 8], [4, 5], [5, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_206,False,"[[0, 6], [1, 7], [3, 8], [4, 5], [10, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_207,False,"[[0, 6], [2, 3], [2, 7], [4, 5], [5, 10]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_208,False,"[[0, 6], [2, 3], [2, 7], [4, 5], [5, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_209,False,"[[0, 6], [2, 3], [2, 7], [4, 5], [10, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_210,False,"[[0, 6], [2, 7], [2, 8], [4, 5], [5, 10]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_211,False,"[[0, 6], [2, 7], [2, 8], [4, 5], [5, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_212,False,"[[0, 6], [2, 7], [2, 8], [4, 5], [10, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_213,False,"[[0, 6], [2, 7], [3, 8], [4, 5], [5, 10]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_214,False,"[[0, 6], [2, 7], [3, 8], [4, 5], [5, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_215,False,"[[0, 6], [2, 7], [3, 8], [4, 5], [10, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_216,False,"[[1, 2], [1, 6], [2, 3], [4, 5], [5, 10]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_217,False,"[[1, 2], [1, 6], [2, 3], [4, 5], [5, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_218,False,"[[1, 2], [1, 6], [2, 3], [4, 5], [10, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_219,False,"[[1, 2], [1, 6], [2, 8], [4, 5], [5, 10]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_220,False,"[[1, 2], [1, 6], [2, 8], [4, 5], [5, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_221,False,"[[1, 2], [1, 6], [2, 8], [4, 5], [10, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_222,False,"[[1, 2], [1, 6], [3, 8], [4, 5], [5, 10]]",-0.05555555555555555,28,872,0,"{""-2"": 22, ""-1"": 6, ""0"": 872}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 6, ""6"": 2}"
zero_odd_223,False,"[[1, 2], [1, 6], [3, 8], [4, 5], [5, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_224,False,"[[1, 2], [1, 6], [3, 8], [4, 5], [10, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_225,False,"[[1, 6], [1, 7], [2, 3], [4, 5], [5, 10]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_226,False,"[[1, 6], [1, 7], [2, 3], [4, 5], [5, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_227,False,"[[1, 6], [1, 7], [2, 3], [4, 5], [10, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_228,False,"[[1, 6], [1, 7], [2, 8], [4, 5], [5, 10]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_229,False,"[[1, 6], [1, 7], [2, 8], [4, 5], [5, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_230,False,"[[1, 6], [1, 7], [2, 8], [4, 5], [10, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_231,False,"[[1, 6], [1, 7], [3, 8], [4, 5], [5, 10]]",-0.05555555555555555,28,872,0,"{""-2"": 22, ""-1"": 6, ""0"": 872}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 6, ""6"": 2}"
zero_odd_232,False,"[[1, 6], [1, 7], [3, 8], [4, 5], [5, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_233,False,"[[1, 6], [1, 7], [3, 8], [4, 5], [10, 14]]",-0.05555555555555555,28,872,0,"{""-2"": 22, ""-1"": 6, ""0"": 872}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 6, ""6"": 2}"
zero_odd_234,False,"[[1, 6], [2, 3], [2, 7], [4, 5], [5, 10]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_235,False,"[[1, 6], [2, 3], [2, 7], [4, 5], [5, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_236,False,"[[1, 6], [2, 3], [2, 7], [4, 5], [10, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_237,False,"[[1, 6], [2, 7], [2, 8], [4, 5], [5, 10]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_238,False,"[[1, 6], [2, 7], [2, 8], [4, 5], [5, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_239,False,"[[1, 6], [2, 7], [2, 8], [4, 5], [10, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_240,False,"[[1, 6], [2, 7], [3, 8], [4, 5], [5, 10]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_241,False,"[[1, 6], [2, 7], [3, 8], [4, 5], [5, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_242,False,"[[1, 6], [2, 7], [3, 8], [4, 5], [10, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
